id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18
N 877,8868.974,6859.951,7407.597,7963.71,8247.822,9149.258,9381.2578125,10036.55859375,,,,,,,,,,
N 878,5373.891,4665.979,4795.059,4522.067,5475.8384,4752.3145,4579.9296875,4675.951171875,,,,,,,,,,
N 879,9605.691,9342.175,10212.395,10915.119,10869.054,10808.228,10419.603515625,10250.5751953125,,,,,,,,,,
N 880,6817.704,7343.6987,7592.209,7130.8335,6860.0713,6542.3687,7223.03662109375,7415.7431640625,,,,,,,,,,
N 881,6989.922,6861.681,7485.181,7462.8066,7472.522,7822.107,7755.6533203125,7572.01611328125,,,,,,,,,,
N 882,7090.7915,6792.308,7733.1636,9324.776,8310.412,7699.9546,9448.1689453125,10415.6533203125,,,,,,,,,,
N 883,7357.309,7345.833,8412.375,8388.809,8694.173,8209.6875,7233.39208984375,8104.599609375,,,,,,,,,,
N 884,5308.0776,5370.4663,5313.158,5305.725,5303.8823,5290.652,5389.96630859375,5428.81787109375,,,,,,,,,,
N 885,3226.8694,3429.555,3745.8667,3470.465,3292.454,3616.1152,3699.99169921875,3415.24462890625,,,,,,,,,,
N 886,7555.245,7038.596,8104.9175,7952.3467,8383.844,8172.5005,9457.3837890625,9907.0234375,,,,,,,,,,
N 887,4965.5024,4471.024,5434.0513,5203.208,4885.875,4375.282,5375.4296875,5115.14111328125,,,,,,,,,,
N 888,4819.784,4561.005,4716.365,4539.4395,4219.168,4394.0737,4139.08447265625,4346.68798828125,,,,,,,,,,
N 889,3596.9233,3478.6306,3545.2495,3589.4338,3549.5598,3545.563,3593.058349609375,3582.448486328125,,,,,,,,,,
N 890,7923.228,8367.055,9121.889,8448.762,7924.3247,7477.5723,7276.62939453125,8351.626953125,,,,,,,,,,
N 891,5368.096,5052.5493,5337.6797,5325.7188,5432.3916,5735.325,6340.46044921875,6205.103515625,,,,,,,,,,
N 892,6032.679,6038.298,6126.9634,6309.524,6125.111,6250.014,6788.724609375,6315.05126953125,,,,,,,,,,
N 893,2276.092,2255.5525,2462.0205,2258.3635,2474.911,2534.5793,2890.129150390625,3020.4814453125,,,,,,,,,,
N 894,2046.6499,1847.9208,1928.4409,1708.8422,1733.1017,1849.5043,2198.05029296875,2514.17333984375,,,,,,,,,,
N 895,2721.885,2564.8665,2558.126,2293.9958,2510.8657,2363.9514,1701.9827880859375,1465.8809814453125,,,,,,,,,,
N 896,5782.873,5723.0396,5205.1733,5360.32,5670.853,5756.595,5519.54345703125,5396.126953125,,,,,,,,,,
N 897,5198.6704,5749.7104,5575.331,5974.0674,5448.373,5510.0513,5725.908203125,5527.8916015625,,,,,,,,,,
N 898,3036.5776,3205.8853,3306.3623,3331.8008,3497.2515,3545.5247,3495.447509765625,3384.38525390625,,,,,,,,,,
N 899,5621.095,5818.3096,5657.6367,5681.0806,5734.413,6027.2617,5725.83935546875,5669.04345703125,,,,,,,,,,
N 900,5237.0425,5351.8657,5466.979,5676.7954,5657.42,5616.8633,5255.97705078125,5346.21484375,,,,,,,,,,
N 901,4588.2173,4731.098,4595.659,4491.518,4509.13,4584.026,4711.84228515625,4939.28369140625,,,,,,,,,,
N 902,7082.809,6527.0776,6508.1685,6090.8574,6171.1533,6376.0137,6069.94287109375,6561.814453125,,,,,,,,,,
N 903,6864.425,7364.345,7114.344,6924.87,6680.2856,6650.494,7035.2265625,6698.70751953125,,,,,,,,,,
N 904,6754.842,7433.1064,7347.8564,6780.98,6751.342,7162.068,7177.525390625,6711.9873046875,,,,,,,,,,
N 905,5368.2793,5563.5767,6108.5713,5982.481,5269.6387,5844.0166,5687.24267578125,6056.169921875,,,,,,,,,,
N 906,1811.3721,1688.1426,1636.8574,1615.2661,1535.335,1508.6111,1458.2171630859375,1561.5140380859375,,,,,,,,,,
N 907,3531.2292,3144.6045,3592.1213,3952.2322,3617.3604,3124.9626,3463.94970703125,3949.870361328125,,,,,,,,,,
N 908,4608.198,4589.377,4441.8564,4626.7354,4671.2188,4712.034,4990.12353515625,4983.392578125,,,,,,,,,,
N 909,3241.9622,3473.5183,3443.2068,3262.7166,3332.2747,3533.6191,3539.30224609375,3451.7333984375,,,,,,,,,,
N 910,3029.2944,3001.2078,2941.922,2819.4749,2977.723,3277.4072,3158.272705078125,3024.120361328125,,,,,,,,,,
N 911,2591.243,2614.3818,2516.5186,2510.7192,2576.1064,2796.1775,2629.320556640625,2697.20361328125,,,,,,,,,,
N 912,1094.5615,1108.6112,937.45404,1074.7958,1360.746,1248.2963,1162.451416015625,1390.3341064453125,,,,,,,,,,
N 913,1995.5659,1920.7698,1642.7205,1702.6051,1877.8165,1955.2314,1548.954833984375,1491.3145751953125,,,,,,,,,,
N 914,4416.386,5390.8027,5370.65,4975.5913,4347.6006,5164.6333,5262.3603515625,5020.37646484375,,,,,,,,,,
N 915,4314.9946,4493.0664,4583.657,4607.569,4562.094,4444.7686,4351.0703125,4367.3916015625,,,,,,,,,,
N 916,4457.17,5023.3125,3810.4587,4931.9004,4492.6885,5668.1304,4593.0654296875,4475.853515625,,,,,,,,,,
N 917,8068.086,9524.164,8332.451,8718.819,9078.725,9454.89,9001.13671875,8859.7607421875,,,,,,,,,,
N 918,4338.8516,5164.418,4303.8394,4611.4307,4264.9375,4872.9404,4766.00634765625,5473.03466796875,,,,,,,,,,
N 919,6894.8457,6513.324,5265.626,6781.9795,6629.617,6370.144,5232.9208984375,6401.0634765625,,,,,,,,,,
N 920,7113.2764,6922.402,6486.423,7479.5347,7631.139,7507.869,6678.34033203125,7540.52978515625,,,,,,,,,,
N 921,5399.549,5358.7617,5207.6753,4973.817,4798.755,4795.1025,4346.1376953125,5052.32568359375,,,,,,,,,,
N 922,4136.3955,4817.534,4318.5283,4775.9365,4445.731,5280.7656,5271.3720703125,5961.2607421875,,,,,,,,,,
N 923,5373.16,6083.42,5833.4863,5984.9263,5650.6724,6371.7476,5805.556640625,6337.68896484375,,,,,,,,,,
N 924,6953.0186,6353.858,4798.2725,7017.3613,7104.873,6376.2036,4846.546875,7593.82177734375,,,,,,,,,,
N 925,9716.617,9357.441,9234.953,9738.324,9864.707,9817.311,9869.625,9541.5419921875,,,,,,,,,,
N 926,7426.5913,9210.759,7437.7856,9500.736,8673.076,7501.125,7645.974609375,7434.15771484375,,,,,,,,,,
N 927,8333.75,8888.922,9749.494,10781.877,8681.591,10395.786,10517.94921875,11394.388671875,,,,,,,,,,
N 928,5508.6855,6126.659,6334.506,7165.8984,6113.2246,6754.898,6713.92822265625,7907.171875,,,,,,,,,,
N 929,7174.723,7291.164,6540.62,7427.246,7402.073,7341.118,7601.74365234375,8136.61767578125,,,,,,,,,,
N 930,8341.848,8231.945,8818.46,8890.973,8198.356,8514.376,8400.1845703125,8402.5009765625,,,,,,,,,,
N 931,8485.397,7223.3184,8887.29,8715.992,9002.44,7653.8745,8931.9482421875,9285.984375,,,,,,,,,,
N 932,6977.1816,6787.611,6781.3164,6405.8647,6120.464,6687.0815,6919.15869140625,7098.6162109375,,,,,,,,,,
N 933,5955.579,5934.052,6018.2534,6005.039,5945.1274,5976.2715,5985.42041015625,6146.1123046875,,,,,,,,,,
N 934,5938.2847,5942.241,5993.4004,6034.746,6043.0137,6108.573,6104.05517578125,6207.25537109375,,,,,,,,,,
N 935,5617.6836,5670.2905,5532.291,5527.576,5443.352,5475.3975,5505.20556640625,5519.47607421875,,,,,,,,,,
N 936,5452.882,5532.1416,5550.2607,5555.2573,5619.5283,5626.2046,5711.35888671875,5693.21826171875,,,,,,,,,,
N 937,5758.6963,5793.994,5456.179,5517.917,5642.308,5491.407,5280.6396484375,5493.15283203125,,,,,,,,,,
N 938,5858.1055,5867.597,5931.0034,5961.3887,5969.4443,6037.392,6103.34912109375,6135.95068359375,,,,,,,,,,
N 939,6027.179,6072.2812,6106.8555,6150.8936,6165.596,6237.553,6265.39453125,6301.37841796875,,,,,,,,,,
N 940,5836.1885,5832.9497,5886.9263,5906.633,5946.792,5973.4985,6016.3037109375,6085.8046875,,,,,,,,,,
N 941,6449.677,6547.269,6638.9434,6770.2754,6805.82,6845.85,6946.25,6927.20166015625,,,,,,,,,,
N 942,5911.6035,5975.2246,6017.632,6043.446,6065.947,6097.7954,6128.318359375,6189.36572265625,,,,,,,,,,
N 943,5427.044,5524.3057,5543.27,5541.181,5641.4355,5694.3394,5762.1962890625,5687.755859375,,,,,,,,,,
N 944,5669.411,5699.6973,5720.4224,5751.2754,5782.461,5815.0283,5803.0205078125,5820.2119140625,,,,,,,,,,
N 945,5756.22,5805.0317,5783.6226,5721.9536,5677.94,5718.175,5645.9111328125,5754.87890625,,,,,,,,,,
N 946,5770.624,5725.0386,5553.272,5546.336,5429.124,5518.079,5504.41845703125,5577.54345703125,,,,,,,,,,
N 947,5621.045,5581.8813,5578.068,5580.345,5531.356,5594.0596,5514.65771484375,5600.9443359375,,,,,,,,,,
N 948,5792.24,5838.3184,5864.4224,5819.9956,5854.2744,5971.2637,5994.06591796875,5999.30029296875,,,,,,,,,,
N 949,5950.3335,5922.3857,5933.485,6042.909,6015.6177,6023.5957,6096.0302734375,6170.6103515625,,,,,,,,,,
N 950,5864.6304,5779.426,5841.252,5802.275,5793.42,5948.4775,5977.8056640625,6058.98876953125,,,,,,,,,,
N 951,5159.1636,5180.8345,5144.585,5100.1514,5104.24,5154.645,5175.12890625,5214.8046875,,,,,,,,,,
N 952,6024.196,5970.081,5941.7188,6032.599,6169.641,6071.048,6006.52734375,6214.4375,,,,,,,,,,
N 953,5918.868,5987.9917,6015.7373,6019.8877,6058.327,6096.5605,6141.416015625,6168.17041015625,,,,,,,,,,
N 954,6120.909,6134.948,6209.381,6246.3423,6142.135,6173.439,6128.052734375,6238.64404296875,,,,,,,,,,
N 955,6092.004,6149.522,6202.754,6256.0757,6316.526,6367.9624,6388.27490234375,6420.79443359375,,,,,,,,,,
N 956,6246.237,6320.638,6309.7397,6394.1875,6430.929,6480.681,6571.32470703125,6565.11572265625,,,,,,,,,,
N 957,5919.749,6033.454,6113.3228,6169.7964,6234.0664,6259.205,6397.87841796875,6346.87353515625,,,,,,,,,,
N 958,5177.686,5195.211,5367.2573,5388.054,5552.906,5543.7563,5582.88671875,5580.74609375,,,,,,,,,,
N 959,5803.9517,5773.514,5807.6074,5812.4995,5929.677,5901.044,5717.13623046875,5856.03564453125,,,,,,,,,,
N 960,5564.703,5585.4746,5582.4272,5612.6904,5576.227,5583.916,5535.63818359375,5584.42529296875,,,,,,,,,,
N 961,6264.724,6316.8926,6239.534,6227.64,6260.308,6315.2485,6284.427734375,6370.32568359375,,,,,,,,,,
N 962,5674.8535,5724.641,5683.0605,5637.138,5646.9424,5696.091,5682.7734375,5720.662109375,,,,,,,,,,
N 963,6057.1807,6091.381,6091.3447,6244.73,6333.4727,6354.837,6332.142578125,6406.12060546875,,,,,,,,,,
N 964,5285.753,5313.6543,5356.9883,5361.6396,5371.548,5388.0747,5408.7197265625,5446.8193359375,,,,,,,,,,
N 965,5916.337,5921.681,5920.9014,5968.2373,6063.4565,6115.651,6181.83447265625,6129.87841796875,,,,,,,,,,
N 966,5120.6826,5126.9136,5143.2925,5100.9067,5054.876,5052.9507,4982.10791015625,5061.09423828125,,,,,,,,,,
N 967,6006.504,6012.2466,6078.388,6133.624,6130.303,6159.747,6182.8408203125,6248.77490234375,,,,,,,,,,
N 968,5615.0835,5624.574,5632.8604,5669.7383,5628.642,5658.0347,5626.94287109375,5650.2919921875,,,,,,,,,,
N 969,5419.355,5358.3555,5450.729,5537.843,5758.701,5657.8354,5757.86083984375,5890.89599609375,,,,,,,,,,
N 970,5622.0107,5645.9556,5640.305,5658.31,5625.981,5653.4717,5617.4189453125,5653.35009765625,,,,,,,,,,
N 971,5680.1724,5677.9087,5754.961,5764.0923,5816.808,5899.659,5991.92626953125,6037.2919921875,,,,,,,,,,
N 972,5616.8984,5644.6255,5640.429,5712.3564,5702.5156,5737.846,5704.90576171875,5719.12255859375,,,,,,,,,,
N 973,5713.0415,5728.4434,5777.1445,5862.573,5649.666,5919.9653,6041.79443359375,6004.26611328125,,,,,,,,,,
N 974,5484.05,5526.113,5526.42,5556.216,5543.4956,5564.117,5588.09619140625,5617.3544921875,,,,,,,,,,
N 975,6147.614,6202.6357,6207.9224,6150.669,6150.801,6204.37,6094.76708984375,6250.16162109375,,,,,,,,,,
N 976,5473.7827,5488.8994,5624.6733,5690.4507,5687.4736,5748.396,5812.05322265625,5779.07373046875,,,,,,,,,,
N 977,5813.0645,5792.6543,5887.7466,5946.121,6000.1553,6056.1846,6102.34326171875,6142.20166015625,,,,,,,,,,
N 978,5302.5747,5207.1978,5088.4634,5062.5884,4793.4844,4572.103,4569.68798828125,4917.556640625,,,,,,,,,,
N 979,6474.547,6478.4956,6513.9136,6486.1826,6562.0933,6421.7915,6290.89306640625,6581.14208984375,,,,,,,,,,
N 980,6174.375,5904.7715,6046.977,6360.883,6333.005,6272.217,6372.34765625,6520.71240234375,,,,,,,,,,
N 981,5417.3506,5380.76,5305.719,5419.472,5500.996,5314.2324,5547.40576171875,5564.97802734375,,,,,,,,,,
N 982,6251.355,6577.9336,6866.194,6759.561,6546.0723,6493.7563,6632.48486328125,6606.5361328125,,,,,,,,,,
N 983,6663.5596,6757.7383,6835.3887,6938.0703,7059.7266,7017.816,7143.66162109375,7261.99560546875,,,,,,,,,,
N 984,6668.811,6781.7705,6985.8394,6954.685,6918.0938,6970.2793,7200.39306640625,7292.462890625,,,,,,,,,,
N 985,6474.7837,6350.574,6094.434,6325.568,6652.0347,6599.9917,6604.18701171875,6709.66796875,,,,,,,,,,
N 986,7918.6396,8118.1616,8108.601,8226.448,8322.461,8419.043,8650.8125,8854.6728515625,,,,,,,,,,
N 987,6414.54,6416.7554,6601.608,6939.6235,7092.344,6875.869,7182.396484375,7245.19677734375,,,,,,,,,,
N 988,4284.261,3826.6562,4591.0356,4915.2256,4877.923,4934.778,5571.02099609375,6115.458984375,,,,,,,,,,
N 989,5950.003,5743.269,5754.3823,5964.2295,5943.551,6059.624,6027.40625,6364.17724609375,,,,,,,,,,
N 990,6631.723,6607.1377,6631.735,6574.014,6428.3413,6612.986,6573.29052734375,6678.60205078125,,,,,,,,,,
N 991,6081.5635,6074.068,6520.274,6843.4604,6803.551,6710.803,6583.35791015625,6600.353515625,,,,,,,,,,
N 992,4668.682,4481.6836,4615.715,4798.316,4531.5474,4626.55,4511.13671875,4400.6884765625,,,,,,,,,,
N 993,7197.038,7847.227,7771.3555,7921.195,8206.406,7991.9043,8530.54296875,8311.990234375,,,,,,,,,,
N 994,6847.514,6977.0396,7099.79,7155.7256,7218.775,7274.0405,7254.12353515625,7534.5068359375,,,,,,,,,,
N 995,5793.8555,6026.8047,5791.5273,6084.995,5733.0767,5788.8115,5901.32470703125,5545.74169921875,,,,,,,,,,
N 996,6681.9717,6959.762,7100.275,7334.527,7349.639,7388.8633,7623.66064453125,7596.7529296875,,,,,,,,,,
N 997,5442.0703,5460.176,5293.2617,5218.1772,5258.6045,5557.792,5674.71923828125,5522.06689453125,,,,,,,,,,
N 998,6514.4478,6698.019,7071.2188,6919.807,7083.3325,7116.612,6967.40234375,7115.58349609375,,,,,,,,,,
N 999,7171.5605,7263.904,7364.4004,7527.603,7523.874,7683.3154,7848.63623046875,7787.84228515625,,,,,,,,,,
N1000,6927.377,7194.879,6860.3633,6961.21,6886.8657,7257.01,6944.0234375,7043.6416015625,,,,,,,,,,
N1001,7114.982,7346.6523,7736.784,7855.83,8153.5825,8174.5005,8546.8232421875,8671.109375,,,,,,,,,,
N1002,6710.7476,6676.893,6829.5723,6944.6523,7037.3486,7161.89,7194.98779296875,7290.53564453125,,,,,,,,,,
N1003,6550.8257,6574.111,6326.4185,6262.9873,6366.8057,6498.351,6628.8076171875,6849.8623046875,,,,,,,,,,
N1004,5770.6685,5746.3364,5806.0337,5829.232,5936.891,6077.7007,6188.3779296875,6224.12890625,,,,,,,,,,
N1005,5706.037,5673.675,5624.081,5866.7173,5769.994,5718.2056,5793.99169921875,5810.10888671875,,,,,,,,,,
N1006,5991.421,6073.606,6033.7163,5977.7837,5999.3745,6004.7456,5930.484375,6046.96630859375,,,,,,,,,,
N1007,8364.84,8654.933,8901.566,8882.788,8790.166,8998.533,9069.3349609375,9409.669921875,,,,,,,,,,
N1008,6184.0586,6080.989,5991.7627,5730.491,5303.33,4811.7144,4585.70947265625,5220.52978515625,,,,,,,,,,
N1009,6951.282,6801.3296,6880.2056,7310.8384,7429.7217,7375.479,7124.33251953125,7324.79736328125,,,,,,,,,,
N1010,6869.311,6783.9863,6914.1045,7089.1484,7038.7646,7112.951,6688.0849609375,6874.56396484375,,,,,,,,,,
N1011,5829.2812,5771.765,5827.43,5903.2427,5881.21,6058.761,6195.353515625,6199.03759765625,,,,,,,,,,
N1012,6358.465,6355.3364,6547.7,6350.113,6717.3164,7063.919,6796.61572265625,7236.4169921875,,,,,,,,,,
N1013,7301.7173,7422.0967,7240.6064,7353.835,7534.751,7445.098,7527.54638671875,7878.22412109375,,,,,,,,,,
N1014,7465.365,7685.8486,7532.217,7818.339,7675.4185,7617.063,7420.375,7541.0048828125,,,,,,,,,,
N1015,7314.6743,7334.0874,7321.149,7418.129,7385.0986,7537.79,7796.68603515625,8033.66455078125,,,,,,,,,,
N1016,9427.491,9266.601,9071.405,9025.132,9078.461,9479.425,9205.791015625,9668.7412109375,,,,,,,,,,
N1017,6582.7573,6532.055,6552.4644,6859.9688,6792.0703,6775.442,6556.36279296875,6723.0107421875,,,,,,,,,,
N1018,5181.4795,5145.4087,5230.1826,5184.5073,5200.525,5206.6377,5176.8251953125,5311.6630859375,,,,,,,,,,
N1019,6015.4185,6054.821,5971.8857,6001.198,5899.298,5896.138,6112.53857421875,6280.39501953125,,,,,,,,,,
N1020,6347.0254,6342.69,6393.7246,6458.453,6297.9995,6490.9614,6506.72705078125,6433.244140625,,,,,,,,,,
N1021,6781.316,6801.679,7025.5146,7164.458,7398.2656,7268.8667,7082.8388671875,7352.10693359375,,,,,,,,,,
N1022,5874.3184,5971.514,5926.6567,5881.8774,5882.5176,5896.398,6012.328125,6098.15478515625,,,,,,,,,,
N1023,8401.799,8567.061,8532.32,8604.186,8826.842,9012.901,8924.4453125,9254.7490234375,,,,,,,,,,
N1024,4097.194,3984.696,3977.6284,3889.3193,3729.6372,3553.3223,3461.220947265625,3897.1201171875,,,,,,,,,,
N1025,8546.651,8535.63,8569.054,8719.213,8997.8955,8608.742,8693.6552734375,9490.3525390625,,,,,,,,,,
N1026,8078.635,7912.422,8077.8335,8436.055,7942.2993,7620.7603,7653.03564453125,7637.39111328125,,,,,,,,,,
N1027,9575.035,9810.486,9928.354,10247.914,10603.977,10810.266,11243.134765625,11175.4365234375,,,,,,,,,,
N1028,5432.9824,5479.508,5505.65,5463.535,5499.013,5605.6304,5634.6552734375,5640.068359375,,,,,,,,,,
N1029,8078.1924,8122.4194,8122.916,8332.089,8432.407,8460.415,8428.107421875,8519.306640625,,,,,,,,,,
N1030,4138.715,4067.2988,3977.1199,3957.393,3748.3645,3574.9783,3577.973876953125,3849.7197265625,,,,,,,,,,
N1031,8431.395,9188.251,9094.485,9271.939,9598.815,9345.208,9968.1162109375,9713.486328125,,,,,,,,,,
N1032,7766.398,7634.0625,7519.9224,7188.1826,6650.982,6037.2334,5747.85986328125,6538.8330078125,,,,,,,,,,
N1033,9395.745,9344.163,9456.794,9433.329,9328.292,9371.422,9369.259765625,9641.53125,,,,,,,,,,
N1034,5319.002,5315.443,5331.0117,5372.5234,5404.96,5472.165,5456.6083984375,5584.30029296875,,,,,,,,,,
N1035,5080.371,5094.2764,5074.6978,5094.694,5124.624,5193.481,5182.1220703125,5293.349609375,,,,,,,,,,
N1036,4993.028,5002.969,5031.996,5057.9766,5119.4424,5005.281,5094.36474609375,5305.951171875,,,,,,,,,,
N1037,4992.389,5074.322,5096.128,5175.543,5120.7524,5113.2246,5119.49169921875,5088.86328125,,,,,,,,,,
N1038,4902.957,4965.2197,4980.409,5080.1636,5133.562,5236.7285,5420.52734375,5607.21875,,,,,,,,,,
N1039,7207.1206,7256.961,7376.1826,7474.603,7608.02,7787.9033,7827.88916015625,7950.20556640625,,,,,,,,,,
N1040,5757.428,5432.628,5677.6763,5905.161,5861.948,6230.976,6153.36572265625,6221.02685546875,,,,,,,,,,
N1041,9575.035,9810.486,9928.354,10247.914,10603.977,10810.266,11243.134765625,11175.4365234375,,,,,,,,,,
N1042,5625.68,5841.1387,6210.89,6119.382,6411.5425,6395.284,6627.62890625,6387.5888671875,,,,,,,,,,
N1043,9327.795,9565.517,9717.841,10036.258,10364.887,10545.636,11092.0087890625,11070.25,,,,,,,,,,
N1044,9575.035,9810.486,9928.354,10247.914,10603.977,10810.266,11243.134765625,11175.4365234375,,,,,,,,,,
N1045,7490.6255,7453.3926,7503.999,7618.493,7672.2007,7514.753,7441.62451171875,7560.16650390625,,,,,,,,,,
N1046,9017.373,8926.331,8974.461,9035.849,8838.875,8886.853,8937.8037109375,9155.7783203125,,,,,,,,,,
N1047,9395.745,9344.163,9456.794,9433.329,9328.292,9371.422,9369.259765625,9641.53125,,,,,,,,,,
N1048,7365.0703,7480.0186,7513.0474,7610.047,7693.172,7818.2896,7823.458984375,7933.080078125,,,,,,,,,,
N1049,3633.2827,3379.91,3344.5823,3657.7458,3386.723,3125.1218,3172.831787109375,3697.810546875,,,,,,,,,,
N1050,4108.575,3914.085,3924.9795,3795.309,3599.6084,3522.542,3385.787109375,3521.753173828125,,,,,,,,,,
N1051,3673.6711,3609.5813,3597.1821,3493.1892,3345.173,3246.7573,3198.44921875,3531.333251953125,,,,,,,,,,
N1052,4097.194,3984.696,3977.6284,3889.3193,3729.6372,3553.3223,3461.220947265625,3897.1201171875,,,,,,,,,,
N1053,4408.925,4428.4023,4504.7847,4531.928,4683.1836,4519.1763,4673.150390625,4611.1875,,,,,,,,,,
N1054,7326.735,7108.572,6624.717,6250.9873,6808.9297,7341.364,6941.8359375,6972.37060546875,,,,,,,,,,
N1055,6540.0977,6319.306,6339.349,6147.9976,5624.538,5306.1074,4936.5380859375,5890.2041015625,,,,,,,,,,
N1056,5552.998,6033.3877,6377.3423,6849.2925,6479.564,6407.304,7025.17529296875,6896.619140625,,,,,,,,,,
N1057,7723.459,7863.476,8128.528,7612.19,7832.319,7642.183,7885.087890625,8731.076171875,,,,,,,,,,
N1058,4148.597,4028.7517,4077.9038,3923.6687,4129.2783,4143.5845,4145.4365234375,4125.20947265625,,,,,,,,,,
N1059,3751.6665,3731.228,3653.3638,3608.0977,3442.4153,3285.0945,3317.013671875,3571.849609375,,,,,,,,,,
N1060,4138.715,4067.2988,3977.1199,3957.393,3748.3645,3574.9783,3577.973876953125,3849.7197265625,,,,,,,,,,
N1061,4339.101,4472.0063,4564.4287,4362.3154,4390.8545,4403.716,4455.216796875,4601.7587890625,,,,,,,,,,
N1062,7110.8267,7177.3613,6487.328,6216.087,6809.6924,7140.008,6742.802734375,6830.82470703125,,,,,,,,,,
N1063,6609.336,6344.0415,6265.9917,6117.409,5540.352,5212.2124,4758.9365234375,5653.14111328125,,,,,,,,,,
N1064,7215.665,7258.5366,7477.669,7558.2866,7315.3623,7502.381,7792.45068359375,7556.474609375,,,,,,,,,,
N1065,7945.5728,7884.6484,8030.4126,7937.0137,8276.173,8120.595,8505.2578125,8991.267578125,,,,,,,,,,
N1066,6010.1426,6061.227,6115.652,6165.8257,6177.984,6146.528,6377.07373046875,6715.10302734375,,,,,,,,,,
N1067,6475.3193,6640.824,6679.629,6683.2324,6818.5234,6917.9614,7042.234375,7016.1171875,,,,,,,,,,
N1068,9079.025,9199.137,9779.779,10102.77,10408.342,10622.305,11129.3388671875,11347.09375,,,,,,,,,,
N1069,7296.33,7500.1465,7676.9937,7774.527,7902.828,7711.0054,7922.5224609375,8163.82666015625,,,,,,,,,,
N1070,9037.446,9333.735,9450.747,9606.714,9892.186,10043.054,10313.833984375,10457.53125,,,,,,,,,,
N1071,5752.969,5794.8496,5854.1816,5879.4546,5871.263,5914.6284,6000.3134765625,5976.775390625,,,,,,,,,,
N1072,6116.693,6035.777,6024.0522,6014.842,5988.4624,5929.663,5849.7861328125,5916.84521484375,,,,,,,,,,
N1073,8206.109,8326.245,8354.048,8585.178,8570.299,8519.206,8781.01171875,8778.056640625,,,,,,,,,,
N1074,7135.2524,6903.362,6964.406,7196.3706,7313.7705,7276.1187,7533.908203125,7741.34521484375,,,,,,,,,,
N1075,8432.983,8436.028,8483.227,8619.255,8563.239,8732.438,8831.7705078125,8754.494140625,,,,,,,,,,
N1076,5432.9824,5479.508,5505.65,5463.535,5499.013,5605.6304,5634.6552734375,5640.068359375,,,,,,,,,,
N1077,4845.3154,5242.6714,5361.73,5734.9536,4996.4766,5523.562,5457.8486328125,5982.7470703125,,,,,,,,,,
N1078,8625.178,8213.311,8319.235,8063.227,8886.832,8240.175,8316.2236328125,8032.05029296875,,,,,,,,,,
N1079,4312.146,6370.592,7050.1436,7074.3843,4790.7744,6854.1016,7340.4912109375,7525.98046875,,,,,,,,,,
N1080,4048.3667,4136.572,4455.292,4457.5117,4583.144,4438.767,4839.439453125,4451.16455078125,,,,,,,,,,
N1081,3835.357,4034.0706,4191.251,4589.7207,4519.3774,4371.4077,4585.9130859375,4594.21484375,,,,,,,,,,
N1082,4478.798,4826.464,5083.559,5306.093,4911.435,5274.882,5568.88623046875,5731.8662109375,,,,,,,,,,
N1083,3875.1843,4081.908,4274.5537,4657.416,3949.623,4379.4844,4471.60986328125,4844.22705078125,,,,,,,,,,
N1084,6094.2725,6176.0757,6133.389,6231.024,6104.4644,6216.228,6261.16455078125,6178.8046875,,,,,,,,,,
N1085,3429.8313,5094.851,5636.451,5704.46,3799.5964,5365.576,5722.26171875,5920.3173828125,,,,,,,,,,
N1086,8620.585,8956.532,9242.096,9201.591,9517.865,9625.331,10034.1162109375,9456.3681640625,,,,,,,,,,
N1087,3498.4995,3771.4614,3878.2651,4217.0825,4000.4336,4236.744,4480.220703125,4486.5966796875,,,,,,,,,,
N1088,7049.808,7471.6494,7817.9805,8092.977,7187.953,7801.9917,8086.68701171875,8576.8466796875,,,,,,,,,,
N1089,6183.7715,6206.831,6258.0977,6300.6353,6318.451,6353.159,6390.36474609375,6414.5478515625,,,,,,,,,,
N1090,7168.928,6762.0977,6862.7627,6599.5483,7390.374,6825.6543,6874.22119140625,6564.33984375,,,,,,,,,,
N1091,6051.752,6095.5625,6106.2354,6142.165,6158.1113,6263.991,6170.31396484375,6193.541015625,,,,,,,,,,
N1092,5678.9316,5595.674,5681.381,5651.1367,5883.239,5759.7075,5809.2109375,5846.94140625,,,,,,,,,,
N1093,5507.931,5346.3945,5346.5933,5340.9067,5679.0645,5592.88,5546.84521484375,5505.42138671875,,,,,,,,,,
N1094,6337.023,6335.3403,6233.489,6266.726,6385.8364,6357.8613,6300.4052734375,6396.17236328125,,,,,,,,,,
N1095,4770.198,5213.2627,4935.59,5506.6445,5119.28,5650.1333,5305.962890625,5775.3974609375,,,,,,,,,,
N1096,4333.14,4563.6914,6088.9907,5675.2935,4739.83,4937.127,6367.52685546875,5169.15234375,,,,,,,,,,
N1097,5526.3516,5848.0894,5960.177,5957.1826,5748.6685,6041.6074,6236.15625,6178.09033203125,,,,,,,,,,
N1098,6058.616,6274.547,6237.17,6901.2026,6395.5054,6700.673,6655.4501953125,7327.61669921875,,,,,,,,,,
N1099,4478.798,4826.464,5083.559,5306.093,4911.435,5274.882,5568.88623046875,5731.8662109375,,,,,,,,,,
N1100,4502.053,5044.6733,6387.14,7795.213,4656.996,4950.4736,6068.5869140625,8402.3564453125,,,,,,,,,,
